set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,40,0.000,0.000,1714,0.000,0.000,0.000,  9.85,  Inf,0.000, -6,  36, 15,
,,,,,,0.000,0.000,  9.26,  Inf,0.000,  0,  54, 12,
,,,,,,0.000,0.000,  8.77,  Inf,0.000,-30,  48, 15,
,,0.000,0.000,487,0.000,0.000,0.000,  7.45, 7.00,0.000,  3, -30, 33,
,,,,,,0.000,0.000,  6.22, 5.94,0.000, -3, -24, 36,
,,,,,,0.000,0.000,  6.20, 5.93,0.000,-15, -30, 12,
,,0.000,0.000,96,0.000,0.000,0.000,  6.22, 5.95,0.000,-48, -39, 51,
,,0.001,0.001,74,0.000,0.000,0.000,  6.22, 5.95,0.000,-30,   6, 12,
,,,,,,0.968,0.300,  3.84, 3.77,0.000,-33, -15, 12,
,,0.027,0.009,43,0.001,0.008,0.004,  5.35, 5.17,0.000, 45, -18,  6,
,,0.296,0.090,21,0.015,0.013,0.006,  5.25, 5.08,0.000, 39, -57,-54,
,,0.108,0.031,30,0.005,0.018,0.007,  5.19, 5.02,0.000,  0, -39, 72,
,,0.000,0.000,151,0.000,0.018,0.007,  5.19, 5.02,0.000,-57, -15, 27,
,,,,,,0.099,0.021,  4.82, 4.68,0.000,-45, -27, 12,
,,,,,,0.237,0.044,  4.59, 4.47,0.000,-60, -21, 33,
,,0.003,0.002,64,0.000,0.026,0.009,  5.11, 4.95,0.000, 42,  33, 45,
,,,,,,0.070,0.017,  4.89, 4.75,0.000, 24,  45, 45,
,,,,,,0.098,0.021,  4.82, 4.69,0.000, 45,  21, 54,
,,0.024,0.009,44,0.001,0.029,0.010,  5.08, 4.93,0.000,-39,  15,-15,
,,0.018,0.009,47,0.001,0.033,0.010,  5.06, 4.90,0.000,-15, -75,-48,
,,,,,,0.543,0.105,  4.29, 4.20,0.000,-27, -72,-39,
,,,,,,1.000,0.506,  3.55, 3.49,0.000,-15, -69,-33,
,,0.024,0.009,44,0.001,0.113,0.023,  4.79, 4.66,0.000,-27, -99, 12,
,,,,,,0.259,0.047,  4.56, 4.45,0.000,-36, -96,  3,
,,,,,,1.000,0.610,  3.44, 3.39,0.000,-21, -90, 24,
,,0.062,0.021,35,0.003,0.187,0.036,  4.66, 4.54,0.000, 27,  51, 15,
,,,,,,0.995,0.398,  3.69, 3.63,0.000, 27,  51,  6,
,,0.612,0.191,14,0.041,0.196,0.037,  4.65, 4.53,0.000,-33, -81,-24,
,,0.024,0.009,44,0.001,0.306,0.056,  4.51, 4.40,0.000, 15,   6, -3,
,,,,,,0.963,0.293,  3.85, 3.78,0.000, 24,   0,  6,
,,0.922,0.349,8,0.111,0.341,0.060,  4.47, 4.36,0.000, 39,  24, 15,
,,0.369,0.110,19,0.020,0.502,0.096,  4.33, 4.23,0.000, 57,  -9, 30,
,,,,,,1.000,0.506,  3.56, 3.51,0.000, 51, -21, 27,
,,0.725,0.235,12,0.056,0.556,0.107,  4.28, 4.19,0.000, 39,  18,-12,
,,0.976,0.399,6,0.163,0.579,0.111,  4.26, 4.17,0.000,-45,  24, 27,
,,0.954,0.357,7,0.134,0.685,0.144,  4.18, 4.09,0.000,-60,  12,  9,
,,0.070,0.021,34,0.003,0.703,0.147,  4.16, 4.07,0.000, 33, -90, 12,
,,,,,,0.933,0.260,  3.92, 3.84,0.000, 36, -93,  3,
,,0.954,0.357,7,0.134,0.813,0.196,  4.07, 3.98,0.000,-60, -51, 12,
,,0.882,0.327,9,0.093,0.826,0.201,  4.05, 3.97,0.000,-42, -69, -9,
,,0.557,0.173,15,0.035,0.851,0.215,  4.03, 3.95,0.000,-18,   0,-30,
,,0.922,0.349,8,0.111,0.904,0.244,  3.96, 3.88,0.000,-39, -81, -9,
,,0.834,0.286,10,0.078,0.946,0.268,  3.89, 3.82,0.000, 69, -24,  6,
,,0.411,0.119,18,0.023,0.964,0.293,  3.85, 3.78,0.000,  0, -57,-60,
,,,,,,0.991,0.368,  3.73, 3.67,0.000,  6, -63,-60,
,,0.990,0.441,5,0.201,0.976,0.321,  3.81, 3.74,0.000, -3, -90,-27,
,,0.725,0.235,12,0.056,0.984,0.338,  3.77, 3.71,0.000, -6, -51, 69,
,,0.954,0.357,7,0.134,0.985,0.338,  3.77, 3.70,0.000, 21, -69,-51,
,,0.954,0.357,7,0.134,0.999,0.480,  3.60, 3.54,0.000, 21,  60,-18,
,,0.781,0.253,11,0.066,0.999,0.487,  3.59, 3.53,0.000, 21, -18,  3,
,,,,,,1.000,0.569,  3.48, 3.43,0.000, 12, -15, -6,
,,0.922,0.349,8,0.111,0.999,0.506,  3.57, 3.52,0.000,  9, -51, 15,
,,0.976,0.399,6,0.163,1.000,0.506,  3.56, 3.50,0.000, 69, -36, -6,
,,0.954,0.357,7,0.134,1.000,0.506,  3.55, 3.50,0.000,-18, -69, 57,
,,0.990,0.441,5,0.201,1.000,0.506,  3.55, 3.49,0.000,-54,  15, 21,
,,0.781,0.253,11,0.066,1.000,0.506,  3.55, 3.49,0.000, -6, -63, 12,
,,0.990,0.441,5,0.201,1.000,0.565,  3.49, 3.44,0.000,  6, -42,-63,
,,0.976,0.399,6,0.163,1.000,0.575,  3.47, 3.42,0.000, 27, -75, 27,
,,0.990,0.441,5,0.201,1.000,0.586,  3.46, 3.40,0.000, 48, -66, 33,
