"id";"vol";"FD_S1";"FD_S2";"FD_S3";"FD_S4"
9001;1;0;0;0;0
9001;2;0,0530314900499858;0,0241589042;0,039435804325;0,0845265126
9001;3;0,08127855075;0,03567312016;0,048080667625;0,0629219864
9001;4;0,042754122565;0,05818538484;0,0534119932;0,0469820171
9001;5;0,046998351365;0,07099069115;0,0279033;0,0681428419
9001;6;0,0353522151;0,0458356041;0,0515784991;0,139475803
9001;7;0,0626290872;0,06875638765;0,0410143451;0,1472946164
9001;8;0,07095778695;0,03628363385;0,0634989707;0,1092942161
9001;9;0,04875717735;0,024588001;0,05816602475;0,0833162489
9001;10;0,0353727233;0,05504774655;0,02860721555;0,1892298658
9001;11;0,05129447505;0,0333547651;0,0379112264;0,0738827462125
9001;12;0,0636540224;0,06628149045;0,051653168;0,0426529388875
9001;13;0,04370796455;0,03761352665;0,0427942591;0,039189472
9001;14;0,0398153085;0,03606128015;0,05453599385;0,0519470915
9001;15;0,072918123;0,04448443195;0,04466276645;0,03824935515
9001;16;0,011481086;0,0265670183;0,0270669657;0,04658668365
9001;17;0,0700407791;0,0648550013;0,0408201697;0,2124637209
9001;18;0,0552748411;0,0310984141;0,0231032463;0,20118630135
9001;19;0,045463383;0,0352727325;0,031062289;0,21545378025
9001;20;0,063018411;0,0420133715;0,0471026117;0,0956513425
9001;21;0,039059214;0,011318203;0,0422722823;0,080476264
9001;22;0,050430779;0,0361553655;0,0461055875;0,0510089315
9001;23;0,0414407045;0,0488122472;0,0284451007;0,1106182707
9001;24;0,058989306;0,0171529813;0,0420803577;0,088065897
9001;25;0,043488373;0,051592376;0,0561404125;0,0822768495
9001;26;0,0554088525;0,0232044415;0,0492342335;0,067990922
9001;27;0,04475402;0,0372657415;0,036147119;0,0538397486
9001;28;0,035755127;0,05015608124;0,0472963325;0,038904601
9001;29;0,0760256305;0,05126031574;0,025427763;0,1740012478
9001;30;0,039175197;0,025225933;0,0393603755;0,07566866235
9001;31;0,0262502415;0,0561562605;0,05136948505;0,08269066185
9001;32;0,043584265;0,0240348446;0,0263883518;0,0529975479
9001;33;0,0740718635;0,0565950589;0,05958030555;0,0773177549
9001;34;0,0558837345;0,0217720545;0,0649877615;0,053548458
9001;35;0,07878784;0,0557421311;0,05292786;0,044011651
9001;36;0,0713705835;0,0462870564;0,068207535;0,0842179301
9001;37;0,0687835245;0,0335147835;0,0547322775;0,0754030956
9001;38;0,0808445549;0,0620225912;0,067081291;0,0509902088
9001;39;0,0313989944;0,0393938208;0,105759626;0,05599255821
9001;40;0,065246486;0,0787484075;0,0487278115;0,04415237611
9001;41;0,020411364;0,032128918;0,0419143185;0,0288166209
9001;42;0,0266420285;0,0168939565;0,053798659;0,0830399933
9001;43;0,0491691895;0,0511240364;0,071425628;0,221534773
9001;44;0,0372064335;0,0491054408;0,158757261;0,1321242982
9001;45;0,027231368;0,0564918612;0,062223657;0,0996954125
9001;46;0,0649383051;0,0321135114;0,046334703;0,1810185526
9001;47;0,0291719206;0,06082705265;0,0808922305;0,045659078
9001;48;0,041125053;0,07860707015;0,069397929;0,072996861
9001;49;0,0248886055;0,030122742;0,0844701035;0,0486408628
9001;50;0,0571082415;0,0310317072;0,052558745;0,3139910341
9001;51;0,0612531612;0,015470227;0,060316874;0,0595812662
9001;52;0,088121754;0,053906452115;0,034684853;0,2886079762
9001;53;0,0733599811;0,032877729815;0,043852145;0,042994324
9001;54;0,0342161579;0,0169862776;0,103589482;0,061151974
9001;55;0,0768790253;0,0520290818;0,0899968315;0,0795522541
9001;56;0,0309940282;0,095458432;0,0642841835;0,0457018094
9001;57;0,055075491;0,0773973861;0,053837567;0,0580365166
9001;58;0,0670738271;0,05462576275;0,042236919;0,0755564951
9001;59;0,071622024;0,06816751495;0,039541098;0,0472935474
9001;60;0,0963647135;0,0681235243;0,027599153;0,0273238127
9001;61;0,0330650159;0,0383930794;0,063277873;0,069959498
9001;62;0,0234709508;0,0427098163;0,054446309;0,072766032
9001;63;0,0247814637;0,0787326065;0,050763716;0,1820619188
9001;64;0,041828955;0,0378148124;0,17023598;0,0546493191
9001;65;0,054230125889;0,0743374419;0,113351098;0,1713614597
9001;66;0,041097567811;0,0523615018;0,0946857140000001;0,1127663717
9001;67;0,0252794086;0,0767259836;0,030933161;0,053621609
9001;68;0,0455132056;0,0510440778;0,095257511;0,08133246745
9001;69;0,090541220925;0,0412124176;0,057507655;0,47831515355
9001;70;0,04146277035;0,0387918135;0,094004033;0,135738972
9001;71;0,054119373025;0,0546686628;0,034879994;0,169135567
9001;72;0,095083167;0,0497153907;0,055404742;0,2312615195
9001;73;0,0387140664;0,06213318443;0,053069337;0,2879906301
9001;74;0,064624885;0,32939698953;0,048665854;0,5122079516
9001;75;0,0474005105;0,1880660312;0,062775245;0,1627084716
9001;76;0,03448526935;0,080850887;0,036146923;0,0648031117
9001;77;0,0437612219;0,1336449965;0,015143077;0,1572281535
9001;78;0,05500363045;0,0454357735;0,051120887;0,0634395595
9001;79;0,028169403;0,06569277527;0,06500949;0,0772189639
9001;80;0,024631001;0,06483213407;0,07202715;0,319752612
9001;81;0,0925028617;0,0609856331;0,035294505;0,320764582
9001;82;0,0672973782;0,0344118384;0,055836008;0,2974304
9001;83;0,0677062866;0,1169431615;0,049364372;0,074902324
9001;84;0,0421874237;0,0351790619;0,086049473;0,216785217
9001;85;0,06365252525;0,0552208058;0,079554826;0,156545726
9001;86;0,07027852725;0,0544322691;0,061254785;0,198064862
9001;87;0,0344298965;0,06664729;0,194809828;0,202761623
9001;88;0,03130399785;0,0747650506;0,071167375;0,1311300925
9001;89;0,07977145245;0,0981779895;0,391720267;0,0556178643
9001;90;0,0335894997;0,0686368996;0,69538794;0,169655445
