set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,36,0.003,0.002,67,0.000,0.000,0.000,  6.82, 6.47,0.000,-27, 21, 57,
,,0.000,0.000,188,0.000,0.000,0.003,  5.93, 5.69,0.000,  0,-39, 33,
,,,,,,0.039,0.014,  5.02, 4.87,0.000,  3,-39, 21,
,,,,,,0.359,0.068,  4.44, 4.33,0.000,  0,-27, 21,
,,0.042,0.014,40,0.002,0.002,0.006,  5.63, 5.42,0.000,-27, 63, 12,
,,0.000,0.000,162,0.000,0.003,0.006,  5.59, 5.39,0.000,-42,-66, -9,
,,,,,,0.126,0.032,  4.76, 4.63,0.000,-42,-81, -3,
,,,,,,0.198,0.041,  4.63, 4.51,0.000,-48,-84,  3,
,,0.000,0.000,518,0.000,0.003,0.006,  5.54, 5.34,0.000,-54,-39,  9,
,,,,,,0.006,0.007,  5.41, 5.23,0.000,-30,-18, 18,
,,,,,,0.008,0.007,  5.36, 5.18,0.000,-42,-12, 15,
,,0.047,0.014,39,0.002,0.004,0.006,  5.50, 5.31,0.000,-24,-75, 48,
,,,,,,0.963,0.269,  3.84, 3.77,0.000,-15,-66, 57,
,,0.079,0.022,34,0.004,0.004,0.006,  5.47, 5.28,0.000,  9,-12, 33,
,,0.000,0.000,190,0.000,0.007,0.007,  5.38, 5.19,0.000, 27, 12, 24,
,,,,,,0.032,0.012,  5.06, 4.91,0.000, 27, 27, 21,
,,,,,,0.131,0.032,  4.75, 4.62,0.000, 18, 39, 21,
,,0.001,0.001,79,0.000,0.010,0.007,  5.31, 5.14,0.000, -3, 15, 27,
,,,,,,0.087,0.026,  4.85, 4.71,0.000, -3,  3, 30,
,,,,,,0.855,0.200,  4.01, 3.93,0.000, 15, 21, 24,
,,0.000,0.000,137,0.000,0.012,0.007,  5.27, 5.10,0.000, 36,-12, 21,
,,,,,,0.141,0.032,  4.73, 4.60,0.000, 45,-12, 18,
,,,,,,0.394,0.072,  4.41, 4.30,0.000, 36,-24, 24,
,,0.035,0.013,42,0.002,0.018,0.009,  5.19, 5.03,0.000, 39,-60,-48,
,,,,,,0.286,0.059,  4.52, 4.41,0.000, 30,-60,-45,
,,0.889,0.311,9,0.100,0.023,0.010,  5.13, 4.97,0.000, 60, 24,  3,
,,0.001,0.001,82,0.000,0.120,0.031,  4.77, 4.64,0.000, 27, 30, 51,
,,,,,,0.181,0.039,  4.66, 4.54,0.000, 27, 15, 57,
,,0.353,0.083,20,0.020,0.226,0.046,  4.59, 4.48,0.000, 39,-66, 51,
,,0.167,0.044,27,0.008,0.330,0.068,  4.47, 4.36,0.000, 12,-81,  0,
,,0.047,0.014,39,0.002,0.348,0.068,  4.45, 4.34,0.000, 42,-36, 15,
,,,,,,0.766,0.167,  4.10, 4.01,0.000, 36,-39, 27,
,,,,,,0.801,0.174,  4.06, 3.98,0.000, 33,-51, 27,
,,0.433,0.094,18,0.026,0.351,0.068,  4.45, 4.34,0.000,-21,-60, 39,
,,0.257,0.063,23,0.013,0.391,0.072,  4.41, 4.31,0.000,-33,-69,-45,
,,0.353,0.083,20,0.020,0.568,0.105,  4.26, 4.16,0.000, 27, -9,-18,
,,0.031,0.013,43,0.001,0.580,0.106,  4.25, 4.16,0.000, 63,-39, 18,
,,,,,,0.945,0.254,  3.88, 3.81,0.000, 63,-30,  9,
,,,,,,1.000,0.582,  3.49, 3.44,0.000, 51,-27, 24,
,,0.230,0.059,24,0.012,0.673,0.134,  4.17, 4.09,0.000,-21,-27, 60,
,,0.741,0.215,12,0.061,0.781,0.171,  4.08, 4.00,0.000,-30, -9,-21,
,,0.977,0.439,6,0.172,0.795,0.174,  4.07, 3.99,0.000,  9,-12, 15,
,,0.844,0.273,10,0.084,0.858,0.200,  4.00, 3.92,0.000,-42, 39, 24,
,,0.927,0.344,8,0.119,0.865,0.202,  4.00, 3.92,0.000,-45, 30, 30,
,,0.433,0.094,18,0.026,0.916,0.241,  3.93, 3.85,0.000,-36,-45, 63,
,,,,,,0.968,0.273,  3.82, 3.75,0.000,-27,-42, 60,
,,0.391,0.090,19,0.023,0.923,0.245,  3.92, 3.84,0.000, 45,-75, 30,
,,0.977,0.439,6,0.172,0.940,0.254,  3.89, 3.82,0.000,-18,  0, 51,
,,,,,,0.998,0.434,  3.62, 3.56,0.000,-21,  3, 60,
,,0.121,0.033,30,0.006,0.944,0.254,  3.88, 3.81,0.000, -9,-75,  9,
,,,,,,0.967,0.273,  3.83, 3.76,0.000,-12,-69,  3,
,,0.990,0.492,5,0.211,0.953,0.260,  3.86, 3.79,0.000, 39,-66,-21,
,,0.990,0.492,5,0.211,0.963,0.269,  3.84, 3.77,0.000,-21,-15,  9,
,,0.977,0.439,6,0.172,0.993,0.378,  3.69, 3.63,0.000, 48,-21,-39,
,,0.990,0.492,5,0.211,0.995,0.390,  3.67, 3.61,0.000, -6, 48, 48,
,,0.794,0.241,11,0.072,0.998,0.430,  3.63, 3.57,0.000,-51,-33, 57,
,,0.957,0.399,7,0.142,1.000,0.582,  3.49, 3.44,0.000,-36,  0,-18,
,,0.927,0.344,8,0.119,1.000,0.678,  3.37, 3.32,0.000,-54,-45, 45,
