set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,6,0.000,0.000,181,0.000,0.000,0.000,  9.89,  Inf,0.000,-27, 45, 24,
,,,,,,0.000,0.000,  8.75,  Inf,0.000,-30, 30, 33,
,,0.000,0.000,100,0.000,0.000,0.000,  9.52,  Inf,0.000,  0,-57, 39,
,,,,,,0.000,0.000,  7.41, 6.97,0.000,  0,-48, 51,
,,0.000,0.000,25,0.000,0.000,0.000,  7.48, 7.03,0.000, 36, 39,-18,
,,,,,,0.000,0.010,  6.53, 6.22,0.000, 30, 33,-21,
,,0.000,0.002,11,0.001,0.000,0.000,  7.25, 6.84,0.000,-36, 33,-21,
,,0.000,0.000,17,0.000,0.000,0.003,  6.81, 6.46,0.000, 18, 21,-12,
,,0.000,0.000,17,0.000,0.000,0.003,  6.80, 6.45,0.000, -3, 24, 33,
