set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,38,0.000,0.000,1177,0.000,0.000,0.000, 12.87,  Inf,0.000, -3,-75, 30,
,,,,,,0.000,0.000,  9.34,  Inf,0.000, -3,-39, 21,
,,,,,,0.000,0.000,  7.65, 7.17,0.000,  6,-45, 15,
,,0.000,0.000,98,0.000,0.000,0.000,  7.35, 6.92,0.000,-33,-54, 30,
,,0.244,0.049,23,0.012,0.001,0.001,  5.72, 5.50,0.000, -3,-63, 57,
,,0.006,0.005,59,0.000,0.001,0.001,  5.71, 5.50,0.000,  6,-93,  3,
,,0.000,0.000,107,0.000,0.002,0.001,  5.66, 5.45,0.000, 48, 27, 45,
,,,,,,0.006,0.003,  5.42, 5.24,0.000, 27, 45, 48,
,,,,,,0.008,0.003,  5.36, 5.18,0.000, 33, 36, 51,
,,0.090,0.022,32,0.004,0.009,0.003,  5.33, 5.15,0.000,-27,-27,-39,
,,0.028,0.012,43,0.001,0.020,0.006,  5.17, 5.01,0.000, -9,-30, -3,
,,,,,,0.807,0.205,  4.07, 3.98,0.000,-15,-24, -3,
,,,,,,0.872,0.239,  4.00, 3.92,0.000,-15,-30,  3,
,,0.081,0.021,33,0.004,0.020,0.006,  5.17, 5.00,0.000,-54,-66, 15,
,,,,,,0.962,0.297,  3.85, 3.78,0.000,-63,-57,  9,
,,0.140,0.032,28,0.007,0.074,0.018,  4.88, 4.74,0.000,-54, -6, 27,
,,0.157,0.034,27,0.008,0.074,0.018,  4.88, 4.74,0.000,  3, 33, 21,
,,,,,,0.954,0.296,  3.87, 3.80,0.000, -9, 33, 15,
,,0.218,0.046,24,0.011,0.109,0.024,  4.80, 4.66,0.000, 45, 12,-18,
,,0.838,0.228,10,0.080,0.331,0.073,  4.48, 4.37,0.000, 21,-69, 66,
,,0.990,0.365,5,0.204,0.355,0.077,  4.45, 4.34,0.000,-30, 39, 48,
,,0.065,0.018,35,0.003,0.457,0.103,  4.36, 4.26,0.000, 24,-39, -6,
,,,,,,0.942,0.280,  3.89, 3.82,0.000, 36,-36,-12,
,,,,,,1.000,0.574,  3.47, 3.41,0.000, 36,-30, -3,
,,0.786,0.220,11,0.068,0.475,0.105,  4.34, 4.24,0.000, 54,-33, 27,
,,0.675,0.178,13,0.050,0.487,0.105,  4.33, 4.23,0.000, 36,-51, 36,
,,0.023,0.012,45,0.001,0.504,0.107,  4.32, 4.22,0.000, -3,  6,-12,
,,,,,,0.999,0.444,  3.59, 3.53,0.000,  0, 15,-18,
,,0.884,0.249,9,0.095,0.664,0.149,  4.19, 4.10,0.000,-48, -6,-30,
,,0.924,0.276,8,0.114,0.795,0.205,  4.08, 3.99,0.000,-48, 51, -9,
,,0.043,0.015,39,0.002,0.800,0.205,  4.07, 3.99,0.000,-30,-18, 60,
,,,,,,0.978,0.340,  3.80, 3.73,0.000,-45,-21, 57,
,,,,,,0.996,0.397,  3.67, 3.61,0.000,-36,-24, 63,
,,0.065,0.018,35,0.003,0.856,0.235,  4.02, 3.94,0.000, 57, -3, 30,
,,,,,,0.997,0.406,  3.65, 3.59,0.000, 60,  0, 21,
,,0.838,0.228,10,0.080,0.874,0.239,  3.99, 3.92,0.000, 54,-48, 27,
,,0.990,0.365,5,0.204,0.898,0.257,  3.96, 3.89,0.000, 21,-30,-42,
,,0.026,0.012,44,0.001,0.917,0.262,  3.94, 3.86,0.000, 39,-69, 33,
,,,,,,0.988,0.373,  3.75, 3.68,0.000, 39,-81, 42,
,,0.884,0.249,9,0.095,0.917,0.262,  3.94, 3.86,0.000,-51,-42, -6,
,,0.043,0.015,39,0.002,0.930,0.274,  3.91, 3.84,0.000,  3, 21, 57,
,,,,,,0.959,0.296,  3.86, 3.78,0.000, -6, 24, 57,
,,,,,,0.996,0.397,  3.67, 3.61,0.000,  6, 30, 51,
,,0.419,0.091,18,0.024,0.959,0.296,  3.86, 3.79,0.000,  6,-24,  0,
,,,,,,0.996,0.397,  3.67, 3.60,0.000, -3,-18, -3,
,,0.977,0.333,6,0.166,0.986,0.373,  3.76, 3.69,0.000,  3,-66, -9,
,,0.731,0.197,12,0.058,0.991,0.376,  3.73, 3.66,0.000, 48, 27, 18,
,,0.977,0.333,6,0.166,0.992,0.376,  3.72, 3.65,0.000, 51,-72, 33,
,,0.977,0.333,6,0.166,0.992,0.376,  3.71, 3.65,0.000,-54,-12,-15,
,,0.838,0.228,10,0.080,0.993,0.376,  3.71, 3.65,0.000, 36,  6, 42,
,,0.924,0.276,8,0.114,0.994,0.379,  3.70, 3.64,0.000,-30,-51, -6,
,,0.977,0.333,6,0.166,0.997,0.398,  3.66, 3.60,0.000,-42,-45,-45,
,,0.977,0.333,6,0.166,0.999,0.439,  3.59, 3.54,0.000, 21,-72,-24,
,,0.977,0.333,6,0.166,0.999,0.447,  3.57, 3.52,0.000,-39,  6, -6,
,,0.990,0.365,5,0.204,1.000,0.574,  3.46, 3.40,0.000,-57, 21, 18,
,,0.990,0.365,5,0.204,1.000,0.574,  3.46, 3.40,0.000,-39,-63, 48,
