set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,43,0.007,0.005,65,0.000,0.001,0.009,  5.78, 5.56,0.000, 57, 39, -3,
,,,,,,0.030,0.036,  5.07, 4.91,0.000, 60, 30,  3,
,,,,,,0.214,0.073,  4.56, 4.45,0.000, 57, 39, 15,
,,0.005,0.005,71,0.000,0.009,0.034,  5.32, 5.14,0.000,-27, 45, 21,
,,0.286,0.106,24,0.018,0.014,0.034,  5.23, 5.06,0.000,-57,-12,-36,
,,0.631,0.191,15,0.052,0.025,0.036,  5.11, 4.95,0.000, 39, 54, 30,
,,0.013,0.007,58,0.001,0.033,0.036,  5.05, 4.90,0.000, 39,-36, 51,
,,,,,,0.138,0.054,  4.69, 4.57,0.000, 30,-30, 57,
,,0.083,0.038,37,0.005,0.064,0.051,  4.90, 4.76,0.000, 51, 54, -3,
,,,,,,0.141,0.054,  4.68, 4.56,0.000, 45, 60,  6,
,,0.005,0.005,69,0.000,0.065,0.051,  4.89, 4.75,0.000,-36,-87,-15,
,,,,,,0.808,0.221,  4.01, 3.93,0.000,-39,-78,-15,
,,0.494,0.150,18,0.036,0.077,0.054,  4.85, 4.71,0.000, 57,  3,-12,
,,0.007,0.005,65,0.000,0.087,0.054,  4.82, 4.68,0.000, -6,  9, 69,
,,,,,,0.775,0.206,  4.04, 3.96,0.000,-18, 15, 63,
,,0.009,0.006,63,0.000,0.109,0.054,  4.76, 4.63,0.000, -6, 15, 42,
,,,,,,0.359,0.117,  4.39, 4.29,0.000,  0, 30, 33,
,,0.215,0.089,27,0.013,0.116,0.054,  4.74, 4.61,0.000, 57,-15, -9,
,,0.378,0.138,21,0.025,0.119,0.054,  4.73, 4.61,0.000,-66,-18, 18,
,,0.414,0.138,20,0.028,0.125,0.054,  4.72, 4.59,0.000,-36,-33,-33,
,,0.063,0.032,40,0.003,0.141,0.054,  4.68, 4.56,0.000,-57,-42, -3,
,,,,,,0.516,0.151,  4.25, 4.16,0.000,-48,-42, -9,
